104.855,4.035,129.18823
104.28,3.999,128.06023
106.51,4.053,130.5078
103.445,3.979,127.12113
107.145,4.079,131.49142
106.235,4.077,130.87888
103.935,4.019,128.27481
107.17,4.12,132.45139
105.905,4.054,130.17392
106.16,4.063,130.5465
105.445,4.061,130.10901
107.95,4.09,132.17572
107.195,4.081,131.55527
105.685,4.057,130.10262
106.325,4.079,131.03094
103.23,3.966,126.65767
103.175,3.975,126.84401
107.715,4.105,132.40561
106.31,4.059,130.5509
105.03,4.038,129.31862
103.5,3.973,126.97357
103.92,3.969,127.1197
106.405,4.072,130.88599
104.045,3.968,127.17117
103.575,3.992,127.45198
106.105,4.08,130.92355
104.88,4.001,128.41074
105.45,4.032,129.42609
106.33,4.051,130.36789
103.465,3.985,127.2407
107.385,4.098,132.05049
102.59,3.952,126.01117
105.2,4.036,129.40388
102.41,3.965,126.23539
104.27,4.008,128.21155
102.735,3.951,126.057945
104.78,4.022,128.82932
106.445,4.061,130.67816
103.495,3.985,127.23986
106.805,4.074,131.13397
104.975,4.03,129.13676
105.775,4.042,129.87311
103.46,3.982,127.16503
104.655,4.016,128.63344
103.68,4.01,127.936134
103.6,3.979,127.15242
105.135,4.035,129.31155
104.725,4.032,128.99023
108.27,4.116,132.9323
106.43,4.066,130.77121
104.29,3.993,127.89272
102.405,3.959,126.00886
102.635,3.964,126.27041
103.96,3.978,127.344955
102.47,3.941,125.644714
105.97,4.021,129.48343
104.21,4.045,128.98856
105.04,4.021,128.96483
101.475,3.922,124.67297
104.8,4.029,129.023
105.25,4.023,129.11444
105.91,4.056,130.27104
107.675,4.148,133.36133
103.445,3.99,127.30167
105.155,4.036,129.39572
105.005,4.027,129.06677
106.135,4.074,130.82993
103.985,4.01,128.10242
103.015,3.959,126.36488
103.94,3.989,127.60642
103.805,3.999,127.7361
103.685,3.99,127.49218
105.34,4.049,129.76802
103.595,3.992,127.49689
108.08,4.106,132.65416
104.475,4.007,128.32924
105.295,4.047,129.70396
106.7,4.098,131.66896
106.215,4.066,130.63794
103.895,3.984,127.45914
107.3,4.064,131.1834
103.92,3.997,127.74244
105.945,4.071,130.61139
102.195,3.92,125.03593
105.77,4.037,129.74963
101.36,3.937,124.9325
105.625,4.052,129.9953
106.545,4.073,130.97281
105.765,4.053,130.07619
103.475,3.989,127.35406
107.53,4.089,131.91669
107.345,4.091,131.83286
102.15,3.961,125.95364
105.485,4.072,130.36632
103.68,3.972,127.057556
104.92,4.011,128.64891
104.765,4.052,129.5343
104.095,4.004,128.0435
106.125,4.077,130.85262
105.75,4.047,129.97409
105.395,4.026,129.29236
104.1,3.996,127.8221
105.96,4.091,131.05058
104.11,4.0,127.967964
105.13,4.028,129.13779
105.275,4.021,129.08728
103.56,3.973,126.98049
102.93,3.963,126.38965
105.65,4.074,130.51517
105.19,4.05,129.72676
104.825,4.001,128.41212
101.405,3.96,125.47197
103.21,3.99,127.229774
103.13,3.996,127.296844
103.11,3.955,126.38023
106.62,4.092,131.45221
105.49,4.013,129.02429
102.915,3.97,126.55945
105.18,4.037,129.38924
105.575,4.041,129.72774
104.155,3.997,127.87
104.87,4.028,129.01971
105.655,4.044,129.81657
105.29,4.049,129.70764
103.235,3.98,127.01
104.515,4.002,128.23717
105.125,4.027,129.14651
103.87,4.012,128.07901
104.595,4.027,128.84749
105.535,4.041,129.74117
103.74,3.978,127.19924
103.715,3.976,127.17126
104.655,4.033,129.03159
105.01,4.048,129.51389
103.41,3.994,127.42656
104.61,4.031,128.95206
102.195,3.964,126.044945
105.23,4.072,130.23186
105.72,4.055,130.0747
105.65,4.049,129.92061
106.38,4.065,130.72993
104.725,4.024,128.82736
105.55,4.041,129.75264
100.3,3.885,123.15437
105.335,4.022,129.17444
106.325,4.072,130.8581
106.075,4.067,130.61293
104.44,4.039,129.00885
107.055,4.115,132.2277
104.215,3.994,127.87002
104.395,3.994,127.983185
102.125,3.948,125.64956
104.26,4.014,128.36967
108.76,4.145,133.9215
104.74,4.012,128.53754
105.195,4.013,128.83885
107.52,4.092,131.96005
103.41,4.001,127.55162
105.295,4.017,128.99704
103.2,3.961,126.5359
103.21,3.977,126.92708
104.42,3.998,128.12798
104.02,4.007,128.08432
105.87,4.054,130.19516
103.15,3.967,126.62163
105.215,4.052,129.80301
104.49,3.991,127.90941
105.075,4.047,129.60132
102.945,3.986,126.98443
104.495,4.025,128.73946
103.515,4.004,127.72977
105.1,4.009,128.66861
104.575,4.011,128.47632
104.12,4.005,128.07224
107.11,4.058,130.97432
101.8,3.933,125.123184
105.77,4.074,130.5633
107.27,4.114,132.35747
105.1,4.013,128.80392
106.285,4.06,130.61765
103.07,3.991,127.112495
102.485,3.961,126.12655
104.765,4.006,128.49211
102.38,3.958,125.99439
103.37,3.964,126.69564
103.535,3.986,127.303185
102.535,3.966,126.29711
103.34,3.98,126.998886
106.91,4.078,131.32478
104.145,4.024,128.51456
105.095,4.031,129.24055
106.605,4.084,131.28128
104.53,4.034,128.95724
105.13,4.029,129.16782
104.86,4.031,129.08665
107.75,4.087,132.03906
102.9,3.974,126.673416
104.21,4.039,128.90025
107.535,4.115,132.52814
104.995,4.059,129.77037
104.9,4.032,129.15668
105.82,4.068,130.4718
105.38,4.018,129.0873
103.45,3.977,127.00793
105.355,4.036,129.50153
104.485,4.005,128.3172
106.115,4.054,130.30621
106.935,4.059,130.90047
103.85,4.007,127.99151
106.385,4.078,131.05339
105.1,4.05,129.67967
102.97,3.949,126.1158
102.84,3.98,126.81944
106.26,4.059,130.53618
102.735,3.965,126.353226
101.19,3.943,124.97826
102.62,3.978,126.60464
105.195,4.022,129.09581
102.455,3.975,126.42548
103.685,3.998,127.621895
105.985,4.063,130.4586
104.635,4.029,128.89304
102.19,3.962,125.99769
103.22,3.981,127.01451
103.2,3.98,126.95137
106.17,4.056,130.42265
107.265,4.09,131.77478
102.14,3.959,125.89728
104.88,4.019,128.81604
103.805,3.997,127.69848
107.28,4.083,131.65585
104.035,4.004,127.96304
103.23,3.957,126.46774
103.24,3.954,126.38692
103.245,3.966,126.67818
103.145,3.964,126.56683
103.565,3.984,127.245224
106.965,4.069,131.09842
106.67,4.094,131.50224
103.175,3.994,127.27868
104.66,4.001,128.31711
105.155,4.035,129.32785
105.17,4.044,129.5722
105.31,4.051,129.7775
106.32,4.084,131.14487
108.25,4.128,133.23569
104.225,4.028,128.63353
104.475,4.013,128.46223
102.14,3.96,125.87915
105.83,4.051,130.0801
107.54,4.089,131.93655
104.82,4.038,129.2496
107.455,4.104,132.19258
106.375,4.063,130.6553
104.72,4.024,128.86293
107.505,4.104,132.22809
106.215,4.083,131.03545
105.25,4.057,129.8844
104.19,4.009,128.22502
104.46,4.041,129.07552
103.32,3.994,127.35535
103.5,3.987,127.30624
105.55,4.035,129.55376
103.34,3.975,126.939
105.58,4.041,129.75903
107.065,4.083,131.50629
106.65,4.073,131.07028
103.58,3.998,127.59575
105.1,4.03,129.18805
105.855,4.03,129.62898
103.97,4.011,128.12714
102.765,3.96,126.2855
105.71,4.045,129.8507
105.215,4.016,128.95103
104.23,3.967,127.24153
104.535,4.022,128.69348
104.055,4.019,128.3616
106.845,4.078,131.30243
104.135,4.013,128.21667
102.25,3.95,125.7821
103.65,4.01,127.928375
103.365,3.995,127.40881
102.505,3.962,126.15594
106.915,4.086,131.53094
102.565,3.963,126.21076
105.0,3.998,128.39377
104.595,4.016,128.59508
101.72,3.94,125.20575
103.325,3.96,126.56449
104.995,4.023,128.99191
105.375,4.05,129.81895
104.68,4.017,128.6682
103.21,3.986,127.088394
101.585,3.937,125.08782
103.545,3.98,127.143684
104.405,4.028,128.76328
104.315,4.004,128.13435
104.265,4.008,128.23807
104.16,4.021,128.42873
104.165,4.0,127.98645
104.435,3.994,128.00075
102.7,3.939,125.7536
107.535,4.097,132.11914
104.985,4.004,128.50899
103.74,4.006,127.83188
104.23,4.01,128.25955
105.305,4.056,129.91823
104.32,3.998,128.03082
101.64,3.959,125.557434
102.075,3.961,125.929146
104.005,4.006,128.0109
103.62,3.978,127.14159
103.115,3.971,126.7327
105.155,4.046,129.60696
104.955,4.025,129.01353
105.005,4.041,129.3997
105.68,4.041,129.7937
103.54,3.994,127.48295
107.31,4.103,132.08455
104.385,4.021,128.59622
108.08,4.104,132.60593
105.145,4.022,129.02711
102.115,3.966,126.01116
105.52,4.049,129.85071
105.9,4.044,129.97322
105.69,4.059,130.20483
105.835,4.048,130.0485
104.405,4.018,128.50371
107.56,4.09,132.01503
106.36,4.061,130.61783
105.545,4.051,129.95534
104.65,4.024,128.81299
103.68,3.974,127.07989
107.55,4.096,132.09189
107.045,4.075,131.32184
105.585,4.046,129.8539
106.995,4.074,131.28024
104.56,4.038,129.02719
104.62,4.013,128.51424
104.35,4.029,128.74
104.955,4.006,128.54495
103.19,3.969,126.748245
106.985,4.081,131.40894
106.075,4.072,130.74281
103.6,3.99,127.43428
106.195,4.058,130.45155
104.505,4.021,128.65498
103.225,4.004,127.57628
106.215,4.041,130.09088
103.625,3.998,127.59819
103.045,3.997,127.25387
104.58,4.033,128.95552
101.41,3.925,124.68168
103.745,3.972,127.10056
106.01,4.064,130.49843
106.52,4.089,131.35854
104.745,4.046,129.34143
105.54,4.037,129.56665
106.25,4.06,130.5463
105.575,4.055,130.03531
105.615,4.049,129.92575
104.405,4.029,128.73865
104.16,4.007,128.13165
101.885,3.949,125.496864
104.325,4.025,128.58255
102.47,3.954,125.96298
107.675,4.14,133.16335
106.275,4.067,130.67035
103.47,3.969,126.83086
103.805,3.98,127.32077
107.035,4.078,131.40733
105.365,4.059,130.03218
104.43,4.008,128.31229
105.915,4.089,131.0082
106.475,4.049,130.40565
104.17,4.0,127.960175
104.125,3.998,127.92597
103.755,3.982,127.31378
103.67,3.971,127.018524
104.15,4.011,128.20975
104.66,4.017,128.67021
107.895,4.092,132.19427
104.74,4.019,128.72801
107.13,4.098,131.8748
102.0,3.919,124.84572
102.255,3.948,125.683
106.38,4.046,130.2784
105.575,4.042,129.71748
105.33,4.028,129.26044
105.01,4.028,129.1277
103.605,3.991,127.46057
107.195,4.089,131.76476
103.73,4.035,128.5016
102.63,3.962,126.26587
105.505,4.037,129.57628
104.835,4.014,128.67598
105.64,4.05,129.94972
107.02,4.081,131.4756
104.1,4.009,128.1429
102.375,3.97,126.273895
107.185,4.11,132.18228
107.625,4.123,132.75931
104.985,4.031,129.17577
106.45,4.066,130.77122
105.39,4.012,128.94064
104.43,4.027,128.71848
105.27,4.041,129.53912
107.005,4.08,131.3931
102.585,3.952,125.99338
106.175,4.056,130.38298
106.36,4.066,130.72112
104.35,3.993,127.875496
106.42,4.056,130.55356
105.605,4.057,130.10448
103.63,3.976,127.14051
104.655,4.0,128.26077
102.75,3.975,126.60284
102.145,3.951,125.724174
106.335,4.08,131.06927
103.435,3.973,126.96408
105.46,4.046,129.72873
103.63,4.002,127.711624
103.79,4.023,128.30478
106.505,4.084,131.21404
104.83,4.04,129.27776
104.615,4.019,128.65616
105.7,4.059,130.22784
106.555,4.079,131.11217
102.98,3.973,126.69012
103.78,3.961,126.87144
102.115,3.953,125.76307
101.035,3.925,124.493
105.96,4.043,129.97801
106.125,4.053,130.30318
104.04,4.001,127.9107
105.375,4.069,130.23618
102.61,3.986,126.768745
103.875,3.982,127.43095
104.485,4.015,128.49434
104.15,4.009,128.1505
103.09,3.975,126.77529
105.345,4.026,129.20773
104.39,4.028,128.71938
106.335,4.045,130.25087
105.035,4.044,129.4658
103.795,3.992,127.578766
105.56,4.038,129.63951
105.21,4.023,129.08789
104.685,4.016,128.61833
101.765,3.938,125.20576
